path,title,source_url,evidence_url,rights_basis,obligations,decision,notes
docs/4-research/papers/by-topic/04-cim-architectures/fecap_fefet_cim_elements_2024.pdf,FeCap/FeFET CIM Elements,https://doi.org/10.1038/s41598-024-59298-8,https://www.nature.com/articles/s41598-024-59298-8,Creative Commons Attribution 4.0 International License shown on Nature article page,"attribution, retain license notice/link, indicate changes",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/fecim_annealer_2024.pdf,fecim_annealer_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/ferroelectric_CIM_review_2023.pdf,Ferroelectric CIM Review,https://arxiv.org/pdf/2307.09357.pdf,https://arxiv.org/abs/2307.09357,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/hcim_adcless_hybrid_cim_2024.pdf,HCiM: ADC-Less Hybrid CIM,https://arxiv.org/pdf/2403.13577.pdf,https://arxiv.org/abs/2403.13577,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/memory_tech_crossbar_dnn_accuracy_2024.pdf,Memory Technologies Synaptic Crossbar Part 2 DNN Accuracy,https://arxiv.org/pdf/2408.05857.pdf,https://arxiv.org/abs/2408.05857,CC BY-NC-ND 4.0 shown on arXiv item page,"attribution, noncommercial only, no derivatives, license link",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/multilevel_fefet_crossbar_2023.pdf,Multi-Level FeFET Crossbar for Neural Networks,https://doi.org/10.1038/s41467-023-42110-y,https://www.nature.com/articles/s41467-023-42110-y,Creative Commons Attribution 4.0 International License shown on Nature article page,"attribution, retain license notice/link, indicate changes",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/pruning_adc_efficiency_crossbar_2024.pdf,Pruning for ADC Efficiency Crossbar Accelerators,https://arxiv.org/pdf/2403.13082.pdf,https://arxiv.org/abs/2403.13082,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/simple_packing_algorithm_nvm_2024.pdf,Simple Packing Algorithm for NVM,https://arxiv.org/pdf/2411.04814.pdf,https://arxiv.org/abs/2411.04814,CC0 1.0 Universal shown on arXiv item page,none,keep,ArXiv item page shows CC0 1.0 Universal.
docs/4-research/papers/by-topic/04-cim-architectures/sneak_path_self_rectifying_arrays_2022.pdf,Sneak Path in Self-Rectifying Crossbar Arrays,https://doi.org/10.3389/femat.2022.988785,https://www.frontiersin.org/articles/10.3389/femat.2022.988785,Creative Commons Attribution license shown on Frontiers article page and PDF,"attribution, retain license notice/link, indicate changes",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/05-neuromorphic/2D_Ferroelectric_Materials_Review_arXiv.pdf,2D_Ferroelectric_Materials_Review_arXiv,https://arxiv.org/pdf/2107.10928.pdf,https://arxiv.org/abs/2107.10928,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/05-neuromorphic/2d_spintronics_neuromorphic_2024.pdf,2D Spintronics Neuromorphic Computing,https://arxiv.org/pdf/2407.08469.pdf,https://arxiv.org/abs/2407.08469,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/05-neuromorphic/FeFET_Synapse_Neuromorphic_arXiv.pdf,FeFET_Synapse_Neuromorphic_arXiv,https://arxiv.org/pdf/2407.02353.pdf,https://arxiv.org/abs/2407.02353,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/05-neuromorphic/Ferroelectric_Devices_AI_Applications_arXiv.pdf,Ferroelectric_Devices_AI_Applications_arXiv,https://arxiv.org/pdf/2301.12870.pdf,https://arxiv.org/abs/2301.12870,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/05-neuromorphic/ferroelectric_synaptic_transistors_review_2024.pdf,Ferroelectric Materials Synaptic Transistors Review,https://arxiv.org/pdf/2406.13946.pdf,https://arxiv.org/abs/2406.13946,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/05-neuromorphic/neuromorphic_spintronics_review_2024.pdf,Neuromorphic Spintronics Review,https://arxiv.org/pdf/2409.10290.pdf,https://arxiv.org/abs/2409.10290,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/05-neuromorphic/synaptic_plasticity_review_2025.pdf,synaptic_plasticity_review_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/06-photonic-computing/mirage_rns_photonic_training_2024.pdf,Mirage RNS Photonic DNN Training,https://arxiv.org/pdf/2311.17323.pdf,https://arxiv.org/abs/2311.17323,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/06-photonic-computing/optical_computing_dnn_survey_2024.pdf,Optical Computing DNN Acceleration Survey,https://arxiv.org/pdf/2407.21184.pdf,https://arxiv.org/abs/2407.21184,CC BY-NC-ND 4.0 shown on arXiv item page,"attribution, noncommercial only, no derivatives, license link",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/06-photonic-computing/photonic_dnn_architecture_modeling_2024.pdf,Architecture-Level Photonic DNN Modeling,https://arxiv.org/pdf/2405.14806.pdf,https://arxiv.org/abs/2405.14806,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/06-photonic-computing/photonic_electronic_ai_accelerators_2024.pdf,Photonic-Electronic Integrated AI Accelerators,https://arxiv.org/pdf/2403.14806.pdf,https://arxiv.org/abs/2403.14806,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/06-photonic-computing/photonic_neuromorphic_cnn_2024.pdf,Photonic Neuromorphic CNN Accelerator,https://arxiv.org/pdf/2405.08182.pdf,https://arxiv.org/abs/2405.08182,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/07-memory-architectures/3d_memory_side_acceleration_2024.pdf,3D Stacked Memory Side Acceleration,https://arxiv.org/pdf/2403.04539.pdf,https://arxiv.org/abs/2403.04539,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/07-memory-architectures/hbm_thermal_power_llm_2024.pdf,HBM Thermal Power Delivery LLM,https://arxiv.org/pdf/2410.07524.pdf,https://arxiv.org/abs/2410.07524,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/07-memory-architectures/memory_neural_accelerators_3d_2024.pdf,Memory Neural Accelerators 3D,https://arxiv.org/pdf/2401.05363.pdf,https://arxiv.org/abs/2401.05363,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/08-industry-reports/Edge_AI_Accelerators_Survey_arXiv.pdf,Edge_AI_Accelerators_Survey_arXiv,https://arxiv.org/pdf/2009.00130.pdf,https://arxiv.org/abs/2009.00130,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/08-industry-reports/Hardware_Accelerators_Deep_Learning_arXiv.pdf,Hardware_Accelerators_Deep_Learning_arXiv,https://arxiv.org/pdf/1802.00936.pdf,https://arxiv.org/abs/1802.00936,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/08-industry-reports/ITRS_IRDS_Roadmap_2025.pdf,ITRS_IRDS_Roadmap_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/08-industry-reports/Tsinghua_Face_Classification_NatureComms_2025.pdf,Tsinghua_Face_Classification_NatureComms_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/08-industry-reports/Wafer_Scale_Integration_Review_arXiv.pdf,Wafer_Scale_Integration_Review_arXiv,https://arxiv.org/pdf/2108.11409.pdf,https://arxiv.org/abs/2108.11409,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/09-reviews-surveys/Emerging_Memory_Technologies_Review_arXiv.pdf,Emerging_Memory_Technologies_Review_arXiv,https://arxiv.org/pdf/2012.08563.pdf,https://arxiv.org/abs/2012.08563,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/09-reviews-surveys/Flash_Memory_vs_Emerging_NVM_Review_arXiv.pdf,Flash_Memory_vs_Emerging_NVM_Review_arXiv,https://arxiv.org/pdf/2004.09608.pdf,https://arxiv.org/abs/2004.09608,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/09-reviews-surveys/Non_Volatile_Memory_ML_arXiv.pdf,Non_Volatile_Memory_ML_arXiv,https://arxiv.org/pdf/1705.01815.pdf,https://arxiv.org/abs/1705.01815,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/09-reviews-surveys/fecap_memories_review_2025.pdf,fecap_memories_review_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/09-reviews-surveys/fecim_applications_review_2025.pdf,fecim_applications_review_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/09-reviews-surveys/in_memory_computing_dnn_survey_2023.pdf,in_memory_computing_dnn_survey_2023,https://arxiv.org/pdf/2302.06417.pdf,https://arxiv.org/abs/2302.06417,CC BY-NC-SA 4.0 shown on arXiv item page,"attribution, noncommercial only, share alike, license link, indicate changes",keep-with-conditions,ArXiv item page shows CC BY-NC-SA 4.0.
docs/4-research/papers/by-topic/10-cim-compilers-mapping/cim_explorer_bnn_tnn_rram_2025.pdf,cim_explorer_bnn_tnn_rram_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/10-cim-compilers-mapping/compass_crossbar_compiler_2025.pdf,compass_crossbar_compiler_2025,https://arxiv.org/pdf/2501.06780.pdf,https://arxiv.org/abs/2501.06780,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/11-reservoir-computing/all_ferroelectric_reservoir_computing_2023.pdf,All-Ferroelectric Implementation of Reservoir Computing,https://doi.org/10.1038/s41467-023-39371-y,https://www.nature.com/articles/s41467-023-39371-y,Creative Commons Attribution 4.0 International License shown on Nature article page,"attribution, retain license notice/link, indicate changes",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/11-reservoir-computing/analog_rc_ferroelectric_mpb_transistors_2024.pdf,analog_rc_ferroelectric_mpb_transistors_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/11-reservoir-computing/reservoir_computing_tunable_2025.pdf,reservoir_computing_tunable_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/12-spiking-neural-networks/contemporary_spiking_bioinspired_2024.pdf,contemporary_spiking_bioinspired_2024,https://arxiv.org/pdf/2412.17926.pdf,https://arxiv.org/abs/2412.17926,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/12-spiking-neural-networks/fefet_snn_supervised_learning_2020.pdf,fefet_snn_supervised_learning_2020,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/12-spiking-neural-networks/low_cost_neuromorphic_learning_engine_2023.pdf,low_cost_neuromorphic_learning_engine_2023,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/12-spiking-neural-networks/neuromorphic_snn_survey_2023.pdf,neuromorphic_snn_survey_2023,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/12-spiking-neural-networks/personalized_snn_eeg_2025.pdf,personalized_snn_eeg_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/12-spiking-neural-networks/snn_architecture_search_survey_2025.pdf,snn_architecture_search_survey_2025,https://arxiv.org/pdf/2510.14235.pdf,https://arxiv.org/abs/2510.14235,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/12-spiking-neural-networks/spike_neuromorphic_computer_vision_2024.pdf,spike_neuromorphic_computer_vision_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/13-in-memory-training/analog_backprop_memristive_crossbar_2018.pdf,analog_backprop_memristive_crossbar_2018,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/13-in-memory-training/exact_gradient_training_analog_imc_2024.pdf,exact_gradient_training_analog_imc_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/13-in-memory-training/fast_robust_analog_inmem_training_2024.pdf,fast_robust_analog_inmem_training_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/13-in-memory-training/inmem_training_limited_conductance_2025.pdf,inmem_training_limited_conductance_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/13-in-memory-training/inmemory_differentiator_2025.pdf,inmemory_differentiator_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/13-in-memory-training/pipeline_gradient_analog_accelerators_2024.pdf,pipeline_gradient_analog_accelerators_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/14-transformer-llm-accelerators/analog_digital_hybrid_attention_2024.pdf,analog_digital_hybrid_attention_2024,https://arxiv.org/pdf/2409.04940.pdf,https://arxiv.org/abs/2409.04940,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/14-transformer-llm-accelerators/famous_fpga_attention_accelerator_2024.pdf,famous_fpga_attention_accelerator_2024,https://arxiv.org/pdf/2409.14023.pdf,https://arxiv.org/abs/2409.14023,CC BY-NC-ND 4.0 shown on arXiv item page,"attribution, noncommercial only, no derivatives, license link",keep-with-conditions,ArXiv item page shows CC BY-NC-ND 4.0.
docs/4-research/papers/by-topic/14-transformer-llm-accelerators/hardware_acceleration_llm_survey_2024.pdf,hardware_acceleration_llm_survey_2024,https://arxiv.org/pdf/2409.03384.pdf,https://arxiv.org/abs/2409.03384,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/14-transformer-llm-accelerators/memristor_transformer_self_attention_2024.pdf,memristor_transformer_self_attention_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/15-3d-stacking-architectures/3d_feram_architectures_2025.pdf,3d_feram_architectures_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/15-3d-stacking-architectures/ferroelectric_transistors_nand_flash_2025.pdf,ferroelectric_transistors_nand_flash_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/15-3d-stacking-architectures/full_spectrum_3d_ferroelectric_memory_2025.pdf,full_spectrum_3d_ferroelectric_memory_2025,https://arxiv.org/pdf/2504.09713.pdf,https://arxiv.org/abs/2504.09713,CC BY-NC-SA 4.0 shown on arXiv item page,"attribution, noncommercial only, share alike, license link, indicate changes",keep-with-conditions,ArXiv item page shows CC BY-NC-SA 4.0.
docs/4-research/papers/by-topic/15-3d-stacking-architectures/highly_scaled_3d_fefet_array_2023.pdf,highly_scaled_3d_fefet_array_2023,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/15-3d-stacking-architectures/nand_limits_ferroelectrics_2025.pdf,nand_limits_ferroelectrics_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/15-3d-stacking-architectures/vertical_nand_ferroelectric_paradigm_2024.pdf,vertical_nand_ferroelectric_paradigm_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/16-photonic-ferroelectric-hybrids/ann_photonic_algorithms_implementation_2024.pdf,ann_photonic_algorithms_implementation_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/16-photonic-ferroelectric-hybrids/hybrid_photonic_attention_accelerator_2025.pdf,hybrid_photonic_attention_accelerator_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/16-photonic-ferroelectric-hybrids/optical_neural_networks_progress_2024.pdf,optical_neural_networks_progress_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/16-photonic-ferroelectric-hybrids/photonic_electronic_hpc_ai_2024.pdf,photonic_electronic_hpc_ai_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/16-photonic-ferroelectric-hybrids/photonic_neural_networks_review_2023.pdf,photonic_neural_networks_review_2023,https://arxiv.org/pdf/2302.08390.pdf,https://arxiv.org/abs/2302.08390,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/17-security-cryptography/fefet_puf_charge_domain_computing_2025.pdf,fefet_puf_charge_domain_computing_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/17-security-cryptography/memristor_puf_lightweight_crypto_2022.pdf,memristor_puf_lightweight_crypto_2022,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/18-ald-process-control/fefet_heterogeneous_codoped_hfo2_2025.pdf,fefet_heterogeneous_codoped_hfo2_2025,https://arxiv.org/pdf/2508.16768.pdf,https://arxiv.org/abs/2508.16768,CC BY-NC-ND 4.0 shown on arXiv item page,"attribution, noncommercial only, no derivatives, license link",keep-with-conditions,ArXiv item page shows CC BY-NC-ND 4.0.
docs/4-research/papers/by-topic/18-ald-process-control/hzo_coald_wakefree_2024.pdf,hzo_coald_wakefree_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/18-ald-process-control/hzo_ferroelectric_memristor_2023.pdf,hzo_ferroelectric_memristor_2023,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/18-ald-process-control/hzo_multilayer_ferroelectricity_ald_2022.pdf,hzo_multilayer_ferroelectricity_ald_2022,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/18-ald-process-control/rapid_cooling_ultrathin_hzo_ald_2025.pdf,rapid_cooling_ultrathin_hzo_ald_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/19-variability-yield/fefet_nvmemory_challenges_2023.pdf,fefet_nvmemory_challenges_2023,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/19-variability-yield/fefet_storage_technology_2024.pdf,fefet_storage_technology_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/19-variability-yield/igzo_fefet_retention_2025.pdf,igzo_fefet_retention_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/19-variability-yield/temperature_variability_fefet_modeling_2024.pdf,temperature_variability_fefet_modeling_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/23-cryogenic-operation/fesquid_cryo_cam_2025.pdf,fesquid_cryo_cam_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/external-research/Adv Elect Materials - 2024 - Shin - In2Se3 Synthesized by the FWF Method for Neuromorphic Computing.pdf,Adv Elect Materials - 2024 - Shin - In2Se3 Synthesized by the FWF Method for Neuromorphic Computing,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/external-research/in2se3_silicon_compatible_2025.pdf,in2se3_silicon_compatible_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/external-research/urban_mining_fjh_2021.pdf,urban_mining_fjh_2021,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/archive/research-papers/_corrupted/IEEE_CIM_Survey_2023.pdf,IEEE_CIM_Survey_2023,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/_corrupted/Mayergoyz_IEEE_1986.pdf,Mayergoyz_IEEE_1986,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/_corrupted/Tour_In2Se3_ChemRxiv.pdf,Tour_In2Se3_ChemRxiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/AlScN_FeDiode_2025_arXiv.pdf,AlScN_FeDiode_2025_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Chatterjee_2018_Design_and_Characterization_of_Ferroelectric_Negative_Capacitance.pdf,Chatterjee_2018_Design_and_Characterization_of_Ferroelectric_Negative_Capacitance,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Device_Variation_Statistical_Model_arXiv.pdf,Device_Variation_Statistical_Model_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Domain_Wall_Dynamics_Ferroelectric_arXiv.pdf,Domain_Wall_Dynamics_Ferroelectric_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Ferroelectric_Analog_Switching_arXiv.pdf,Ferroelectric_Analog_Switching_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Ferroelectric_Domain_Switching_Dynamics_arXiv.pdf,Ferroelectric_Domain_Switching_Dynamics_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/HZO_Ferroelectric_Discovery_arXiv.pdf,HZO_Ferroelectric_Discovery_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/HZO_Switching_Pathways_arXiv.pdf,HZO_Switching_Pathways_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/HZO_Wakeup_Fatigue_Mechanisms_arXiv.pdf,HZO_Wakeup_Fatigue_Mechanisms_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Hafnium_Oxide_Ferroelectric_Review_arXiv.pdf,Hafnium_Oxide_Ferroelectric_Review_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Jerry_2017_Ferroelectric_FET_Analog_Synapse_arXiv.pdf,Jerry_2017_Ferroelectric_FET_Analog_Synapse_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Preisach_Ferroelectric_Modeling_arXiv.pdf,Preisach_Ferroelectric_Modeling_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Resistive_Switching_Mechanisms_arXiv.pdf,Resistive_Switching_Mechanisms_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Salahuddin_Datta_2007_Negative_Capacitance_arXiv.pdf,Salahuddin_Datta_2007_Negative_Capacitance_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Siannas_2022_Metastable_ferroelectricity.pdf,Siannas_2022_Metastable_ferroelectricity,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/TDGL_Ferroelectric_Domains_arXiv.pdf,TDGL_Ferroelectric_Domains_arXiv,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Tung_2025_Modeling_and_Design_Enablement.pdf,Tung_2025_Modeling_and_Design_Enablement,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/Zhou_2022_Strain_induced_antipolar_phase.pdf,Zhou_2022_Strain_induced_antipolar_phase,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/adaptive_control_epitaxial_hfo2_zro2_2025.pdf,adaptive_control_epitaxial_hfo2_zro2_2025,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/alscn_endurance_2025.pdf,alscn_endurance_2025,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
docs/archive/research-papers/by-topic/01-ferroelectric-materials/atomistic_landau_ferroelectric_md_2022.pdf,atomistic_landau_ferroelectric_md_2022,,,Not for public mirroring,,remove,Archive-only or corrupted copy; purge from current tree and history.
